Area;NUTS;Item Code (FAO);Item;Year;Unit;Value;Flag;Flag Description
Luxembourg;LU;1058;Meat, chicken;2016;tonnes;265;null;Official data
Luxembourg;LU;1058;Meat, chicken;2011;tonnes;255;null;Official data
Luxembourg;LU;1058;Meat, chicken;2015;tonnes;255;null;Official data
Luxembourg;LU;1058;Meat, chicken;2013;tonnes;244;null;Official data
Luxembourg;LU;1058;Meat, chicken;2012;tonnes;239;null;Official data
Luxembourg;LU;1058;Meat, chicken;2014;tonnes;239;null;Official data
Luxembourg;LU;1058;Meat, chicken;2018;tonnes;0;null;Official data
Luxembourg;LU;1058;Meat, chicken;2019;tonnes;0;null;Official data
Germany;DE;1035;Meat, pig;2011;tonnes;5616074;null;Official data
Germany;DE;1035;Meat, pig;2016;tonnes;5589639;null;Official data
Germany;DE;1035;Meat, pig;2015;tonnes;5570490;null;Official data
Germany;DE;1035;Meat, pig;2014;tonnes;5527769;null;Official data
Germany;DE;1035;Meat, pig;2013;tonnes;5506772;null;Official data
Germany;DE;1035;Meat, pig;2017;tonnes;5505572;null;Official data
Germany;DE;1035;Meat, pig;2010;tonnes;5488369;null;Official data
Germany;DE;1035;Meat, pig;2012;tonnes;5474021;null;Official data
Germany;DE;1035;Meat, pig;2018;tonnes;5350000;null;Official data
Germany;DE;1035;Meat, pig;2009;tonnes;5264505;null;Official data
Germany;DE;1035;Meat, pig;2019;tonnes;5232000;null;Official data
Spain;ES;1035;Meat, pig;2019;tonnes;4641160;null;Official data
Spain;ES;1035;Meat, pig;2018;tonnes;4530480;null;Official data
Spain;ES;1035;Meat, pig;2017;tonnes;4298789;null;Official data
Spain;ES;1035;Meat, pig;2016;tonnes;4181091;null;Official data
Spain;ES;1035;Meat, pig;2015;tonnes;3854658;null;Official data
Spain;ES;1035;Meat, pig;2014;tonnes;3555606;null;Official data
Spain;ES;1035;Meat, pig;2011;tonnes;3469345;null;Official data
Spain;ES;1035;Meat, pig;2012;tonnes;3466323;null;Official data
Spain;ES;1035;Meat, pig;2013;tonnes;3431214;null;Official data
Spain;ES;1035;Meat, pig;2010;tonnes;3368921;null;Official data
Spain;ES;1035;Meat, pig;2009;tonnes;3290571;null;Official data
France;FR;1035;Meat, pig;2009;tonnes;2261593;null;Official data
France;FR;1035;Meat, pig;2010;tonnes;2254688;null;Official data
France;FR;1035;Meat, pig;2011;tonnes;2217368;null;Official data
France;FR;1035;Meat, pig;2019;tonnes;2200350;null;Official data
France;FR;1035;Meat, pig;2018;tonnes;2181530;null;Official data
France;FR;1035;Meat, pig;2016;tonnes;2170418;null;Official data
France;FR;1035;Meat, pig;2012;tonnes;2161653;null;Official data
France;FR;1035;Meat, pig;2015;tonnes;2148452;null;Official data
France;FR;1035;Meat, pig;2017;tonnes;2147550;null;Official data
France;FR;1035;Meat, pig;2013;tonnes;2130578;null;Official data
France;FR;1035;Meat, pig;2014;tonnes;2120315;null;Official data
Poland;PL;1035;Meat, pig;2018;tonnes;2093200;null;Official data
Poland;PL;1035;Meat, pig;2017;tonnes;2032900;null;Official data
Poland;PL;1035;Meat, pig;2016;tonnes;2008800;null;Official data
Poland;PL;1035;Meat, pig;2019;tonnes;1988840;null;Official data
Poland;PL;1035;Meat, pig;2015;tonnes;1976000;null;Official data
Poland;PL;1035;Meat, pig;2011;tonnes;1936300;null;Official data
Poland;PL;1035;Meat, pig;2010;tonnes;1894800;null;Official data
Poland;PL;1035;Meat, pig;2014;tonnes;1864500;null;Official data
Poland;PL;1035;Meat, pig;2012;tonnes;1848600;null;Official data
Poland;PL;1035;Meat, pig;2013;tonnes;1775500;null;Official data
Poland;PL;1035;Meat, pig;2009;tonnes;1735700;null;Official data
Denmark;DK;1035;Meat, pig;2011;tonnes;1720200;null;Official data
Italy;IT;1035;Meat, pig;2010;tonnes;1673000;null;Official data
Denmark;DK;1035;Meat, pig;2012;tonnes;1669000;null;Official data
Denmark;DK;1035;Meat, pig;2010;tonnes;1668200;null;Official data
Italy;IT;1035;Meat, pig;2013;tonnes;1652424;null;Official data
Italy;IT;1035;Meat, pig;2012;tonnes;1650837;null;Official data
Netherlands;NL;1035;Meat, pig;2019;tonnes;1628290;null;Official data
Italy;IT;1035;Meat, pig;2009;tonnes;1628028;null;Official data
Italy;IT;1035;Meat, pig;2011;tonnes;1601877;null;Official data
Denmark;DK;1035;Meat, pig;2015;tonnes;1600591;null;Official data
Denmark;DK;1035;Meat, pig;2014;tonnes;1593900;null;Official data
Denmark;DK;1035;Meat, pig;2013;tonnes;1589400;null;Official data
Denmark;DK;1035;Meat, pig;2009;tonnes;1585000;null;Official data
Denmark;DK;1035;Meat, pig;2018;tonnes;1583100;null;Official data
Denmark;DK;1035;Meat, pig;2016;tonnes;1579405;null;Official data
Italy;IT;1035;Meat, pig;2016;tonnes;1544132;null;Official data
Netherlands;NL;1035;Meat, pig;2018;tonnes;1535920;null;Official data
Denmark;DK;1035;Meat, pig;2017;tonnes;1532387;null;Official data
Denmark;DK;1035;Meat, pig;2019;tonnes;1500400;null;Official data
Italy;IT;1035;Meat, pig;2015;tonnes;1491414;null;Official data
Italy;IT;1035;Meat, pig;2018;tonnes;1487000;null;Official data
Italy;IT;1035;Meat, pig;2017;tonnes;1466949;null;Official data
Italy;IT;1035;Meat, pig;2019;tonnes;1464490;null;Official data
Netherlands;NL;1035;Meat, pig;2015;tonnes;1456220;null;Official data
Netherlands;NL;1035;Meat, pig;2017;tonnes;1455677;null;Official data
Netherlands;NL;1035;Meat, pig;2016;tonnes;1452840;null;Official data
Netherlands;NL;1035;Meat, pig;2014;tonnes;1370890;null;Official data
Netherlands;NL;1035;Meat, pig;2011;tonnes;1347166;null;Official data
Netherlands;NL;1035;Meat, pig;2012;tonnes;1331731;null;Official data
Italy;IT;1035;Meat, pig;2014;tonnes;1327822;null;Official data
Netherlands;NL;1035;Meat, pig;2013;tonnes;1306950;null;Official data
Netherlands;NL;1035;Meat, pig;2010;tonnes;1294000;null;Official data
Netherlands;NL;1035;Meat, pig;2009;tonnes;1274980;null;Official data
Belgium;BE;1035;Meat, pig;2013;tonnes;1130572;null;Official data
Belgium;BE;1035;Meat, pig;2015;tonnes;1124310;null;Official data
Belgium;BE;1035;Meat, pig;2010;tonnes;1123769;null;Official data
Belgium;BE;1035;Meat, pig;2014;tonnes;1118330;null;Official data
Belgium;BE;1035;Meat, pig;2012;tonnes;1109610;null;Official data
Belgium;BE;1035;Meat, pig;2011;tonnes;1108255;null;Official data
Belgium;BE;1035;Meat, pig;2009;tonnes;1082036;null;Official data
Belgium;BE;1035;Meat, pig;2018;tonnes;1073190;null;Official data
Belgium;BE;1035;Meat, pig;2016;tonnes;1060541;null;Official data
Belgium;BE;1035;Meat, pig;2017;tonnes;1044561;null;Official data
Belgium;BE;1035;Meat, pig;2019;tonnes;1038990;null;Official data
Austria;AT;1035;Meat, pig;2010;tonnes;545818;null;Official data
Austria;AT;1035;Meat, pig;2011;tonnes;544166;null;Official data
Austria;AT;1035;Meat, pig;2009;tonnes;540299;null;Official data
Austria;AT;1035;Meat, pig;2012;tonnes;530263;null;Official data
Austria;AT;1035;Meat, pig;2013;tonnes;529284;null;Official data
Austria;AT;1035;Meat, pig;2015;tonnes;529118;null;Official data
Austria;AT;1035;Meat, pig;2014;tonnes;527442;null;Official data
Austria;AT;1035;Meat, pig;2016;tonnes;514892;null;Official data
Austria;AT;1035;Meat, pig;2018;tonnes;509520;null;Official data
Austria;AT;1035;Meat, pig;2017;tonnes;508494;null;Official data
Austria;AT;1035;Meat, pig;2019;tonnes;502030;null;Official data
Romania;RO;1035;Meat, pig;2016;tonnes;500777;null;Official data
Romania;RO;1035;Meat, pig;2017;tonnes;491906;null;Official data
Romania;RO;1035;Meat, pig;2009;tonnes;470567;null;Official data
Romania;RO;1035;Meat, pig;2015;tonnes;470055;null;Official data
Hungary;HU;1035;Meat, pig;2017;tonnes;469829;null;Official data
Hungary;HU;1035;Meat, pig;2018;tonnes;467100;null;Official data
Hungary;HU;1035;Meat, pig;2019;tonnes;462060;null;Official data
Romania;RO;1035;Meat, pig;2014;tonnes;459756;null;Official data
Hungary;HU;1035;Meat, pig;2016;tonnes;457808;null;Official data
Hungary;HU;1035;Meat, pig;2015;tonnes;455088;null;Official data
Romania;RO;1035;Meat, pig;2011;tonnes;454415;null;Official data
Hungary;HU;1035;Meat, pig;2009;tonnes;453484;null;Official data
Hungary;HU;1035;Meat, pig;2010;tonnes;452073;null;Official data
Romania;RO;1035;Meat, pig;2012;tonnes;442942;null;Official data
Hungary;HU;1035;Meat, pig;2011;tonnes;434707;null;Official data
Romania;RO;1035;Meat, pig;2010;tonnes;428891;null;Official data
Romania;RO;1035;Meat, pig;2018;tonnes;426990;null;Official data
Hungary;HU;1035;Meat, pig;2014;tonnes;412292;null;Official data
Portugal;PT;1035;Meat, pig;2010;tonnes;407808;null;Official data
Portugal;PT;1035;Meat, pig;2011;tonnes;406814;null;Official data
Portugal;PT;1035;Meat, pig;2015;tonnes;400296;null;Official data
Portugal;PT;1035;Meat, pig;2016;tonnes;399674;null;Official data
Romania;RO;1035;Meat, pig;2019;tonnes;398730;null;Official data
Romania;RO;1035;Meat, pig;2013;tonnes;396070;null;Official data
Portugal;PT;1035;Meat, pig;2009;tonnes;395970;null;Official data
Hungary;HU;1035;Meat, pig;2012;tonnes;393712;null;Official data
Portugal;PT;1035;Meat, pig;2019;tonnes;387920;null;Official data
Portugal;PT;1035;Meat, pig;2012;tonnes;384182;null;Official data
Portugal;PT;1035;Meat, pig;2018;tonnes;383220;null;Official data
Portugal;PT;1035;Meat, pig;2014;tonnes;381656;null;Official data
Portugal;PT;1035;Meat, pig;2017;tonnes;377866;null;Official data
Hungary;HU;1035;Meat, pig;2013;tonnes;368153;null;Official data
Portugal;PT;1035;Meat, pig;2013;tonnes;366414;null;Official data
Ireland;IE;1035;Meat, pig;2019;tonnes;304370;null;Official data
Ireland;IE;1035;Meat, pig;2018;tonnes;303270;null;Official data
Czechia;CZ;1035;Meat, pig;2009;tonnes;300136;null;Official data
Ireland;IE;1035;Meat, pig;2017;tonnes;294200;null;Official data
Czechia;CZ;1035;Meat, pig;2010;tonnes;291469;null;Official data
Ireland;IE;1035;Meat, pig;2016;tonnes;282700;null;Official data
Ireland;IE;1035;Meat, pig;2015;tonnes;276400;null;Official data
Czechia;CZ;1035;Meat, pig;2011;tonnes;274617;null;Official data
Sweden;SE;1035;Meat, pig;2010;tonnes;263478;null;Official data
Sweden;SE;1035;Meat, pig;2009;tonnes;260748;null;Official data
Sweden;SE;1035;Meat, pig;2011;tonnes;256080;null;Official data
Ireland;IE;1035;Meat, pig;2014;tonnes;254100;null;Official data
Sweden;SE;1035;Meat, pig;2018;tonnes;250140;null;Official data
Czechia;CZ;1035;Meat, pig;2012;tonnes;249869;null;Official data
Czechia;CZ;1035;Meat, pig;2014;tonnes;245610;null;Official data
Czechia;CZ;1035;Meat, pig;2013;tonnes;242833;null;Official data
Sweden;SE;1035;Meat, pig;2019;tonnes;241490;null;Official data
Ireland;IE;1035;Meat, pig;2012;tonnes;241400;null;Official data
Sweden;SE;1035;Meat, pig;2017;tonnes;240700;null;Official data
Ireland;IE;1035;Meat, pig;2013;tonnes;239300;null;Official data
Czechia;CZ;1035;Meat, pig;2015;tonnes;237438;null;Official data
Sweden;SE;1035;Meat, pig;2014;tonnes;236480;null;Official data
Sweden;SE;1035;Meat, pig;2013;tonnes;234570;null;Official data
Sweden;SE;1035;Meat, pig;2016;tonnes;233890;null;Official data
Ireland;IE;1035;Meat, pig;2011;tonnes;233800;null;Official data
Sweden;SE;1035;Meat, pig;2015;tonnes;233500;null;Official data
Sweden;SE;1035;Meat, pig;2012;tonnes;232980;null;Official data
Czechia;CZ;1035;Meat, pig;2016;tonnes;229089;null;Official data
Czechia;CZ;1035;Meat, pig;2017;tonnes;220267;null;Official data
Czechia;CZ;1035;Meat, pig;2018;tonnes;219900;null;Official data
Czechia;CZ;1035;Meat, pig;2019;tonnes;218610;null;Official data
Ireland;IE;1035;Meat, pig;2010;tonnes;214300;null;Official data
Finland;FI;1035;Meat, pig;2009;tonnes;205810;null;Official data
Finland;FI;1035;Meat, pig;2010;tonnes;203210;null;Official data
Finland;FI;1035;Meat, pig;2011;tonnes;201880;null;Official data
Ireland;IE;1035;Meat, pig;2009;tonnes;195600;null;Official data
Finland;FI;1035;Meat, pig;2013;tonnes;194600;null;Official data
Finland;FI;1035;Meat, pig;2012;tonnes;192940;null;Official data
Finland;FI;1035;Meat, pig;2015;tonnes;191990;null;Official data
Finland;FI;1035;Meat, pig;2016;tonnes;190160;null;Official data
Finland;FI;1035;Meat, pig;2014;tonnes;186130;null;Official data
Finland;FI;1035;Meat, pig;2017;tonnes;181580;null;Official data
Finland;FI;1035;Meat, pig;2019;tonnes;168950;null;Official data
Finland;FI;1035;Meat, pig;2018;tonnes;167410;null;Official data
Croatia;HR;1035;Meat, pig;2012;tonnes;126900;null;Official data
Croatia;HR;1035;Meat, pig;2019;tonnes;120800;null;Official data
Croatia;HR;1035;Meat, pig;2018;tonnes;113500;null;Official data
Croatia;HR;1035;Meat, pig;2013;tonnes;106500;null;Official data
Croatia;HR;1035;Meat, pig;2017;tonnes;104505;null;Official data
Greece;EL;1035;Meat, pig;2009;tonnes;98658;null;Official data
Croatia;HR;1035;Meat, pig;2016;tonnes;98018;null;Official data
Greece;EL;1035;Meat, pig;2011;tonnes;95857;null;Official data
Croatia;HR;1035;Meat, pig;2014;tonnes;95700;null;Official data
Greece;EL;1035;Meat, pig;2010;tonnes;95226;null;Official data
Croatia;HR;1035;Meat, pig;2015;tonnes;94000;null;Official data
Greece;EL;1035;Meat, pig;2012;tonnes;93590;null;Official data
Greece;EL;1035;Meat, pig;2013;tonnes;91193;null;Official data
Slovakia;SK;1035;Meat, pig;2009;tonnes;88432;null;Official data
Greece;EL;1035;Meat, pig;2018;tonnes;87050;null;Official data
Lithuania;LT;1035;Meat, pig;2013;tonnes;86965;null;Official data
Greece;EL;1035;Meat, pig;2019;tonnes;86200;null;Official data
Lithuania;LT;1035;Meat, pig;2014;tonnes;84851;null;Official data
Lithuania;LT;1035;Meat, pig;2015;tonnes;84314;null;Official data
Slovakia;SK;1035;Meat, pig;2010;tonnes;84092;null;Official data
Greece;EL;1035;Meat, pig;2014;tonnes;82850;null;Official data
Bulgaria;BG;1035;Meat, pig;2018;tonnes;81820;null;Official data
Bulgaria;BG;1035;Meat, pig;2019;tonnes;81590;null;Official data
Lithuania;LT;1035;Meat, pig;2012;tonnes;79439;null;Official data
Greece;EL;1035;Meat, pig;2015;tonnes;78066;null;Official data
Lithuania;LT;1035;Meat, pig;2019;tonnes;77660;null;Official data
Greece;EL;1035;Meat, pig;2017;tonnes;77319;null;Official data
Greece;EL;1035;Meat, pig;2016;tonnes;76702;null;Official data
Bulgaria;BG;1035;Meat, pig;2017;tonnes;75133;null;Official data
Lithuania;LT;1035;Meat, pig;2011;tonnes;74927;null;Official data
Lithuania;LT;1035;Meat, pig;2016;tonnes;74037;null;Official data
Bulgaria;BG;1035;Meat, pig;2009;tonnes;73659;null;Official data
Lithuania;LT;1035;Meat, pig;2010;tonnes;73337;null;Official data
Bulgaria;BG;1035;Meat, pig;2012;tonnes;73159;null;Official data
Bulgaria;BG;1035;Meat, pig;2013;tonnes;72905;null;Official data
Bulgaria;BG;1035;Meat, pig;2016;tonnes;72737;null;Official data
Bulgaria;BG;1035;Meat, pig;2011;tonnes;72506;null;Official data
Slovakia;SK;1035;Meat, pig;2019;tonnes;72350;null;Official data
Lithuania;LT;1035;Meat, pig;2018;tonnes;72060;null;Official data
Lithuania;LT;1035;Meat, pig;2017;tonnes;71476;null;Official data
Slovakia;SK;1035;Meat, pig;2011;tonnes;70604;null;Official data
Slovakia;SK;1035;Meat, pig;2012;tonnes;70604;null;Official data
Bulgaria;BG;1035;Meat, pig;2010;tonnes;70471;null;Official data
Bulgaria;BG;1035;Meat, pig;2015;tonnes;69259;null;Official data
Bulgaria;BG;1035;Meat, pig;2014;tonnes;67442;null;Official data
Slovakia;SK;1035;Meat, pig;2018;tonnes;66390;null;Official data
Slovakia;SK;1035;Meat, pig;2013;tonnes;64866;null;Official data
Slovakia;SK;1035;Meat, pig;2014;tonnes;63073;null;Official data
Lithuania;LT;1035;Meat, pig;2009;tonnes;60424;null;Official data
Cyprus;CY;1035;Meat, pig;2009;tonnes;58102;null;Official data
Slovakia;SK;1035;Meat, pig;2017;tonnes;57929;null;Official data
Cyprus;CY;1035;Meat, pig;2010;tonnes;57058;null;Official data
Slovakia;SK;1035;Meat, pig;2016;tonnes;55928;null;Official data
Cyprus;CY;1035;Meat, pig;2011;tonnes;55213;null;Official data
Slovakia;SK;1035;Meat, pig;2015;tonnes;52397;null;Official data
Cyprus;CY;1035;Meat, pig;2012;tonnes;51722;null;Official data
Estonia;EE;1035;Meat, pig;2011;tonnes;50226;null;Official data
Estonia;EE;1035;Meat, pig;2015;tonnes;50100;null;Official data
Estonia;EE;1035;Meat, pig;2013;tonnes;49500;null;Official data
Estonia;EE;1035;Meat, pig;2012;tonnes;48800;null;Official data
Cyprus;CY;1035;Meat, pig;2013;tonnes;48664;null;Official data
Estonia;EE;1035;Meat, pig;2009;tonnes;46118;null;Official data
Estonia;EE;1035;Meat, pig;2010;tonnes;45783;null;Official data
Estonia;EE;1035;Meat, pig;2019;tonnes;45290;null;Official data
Slovenia;SL;1035;Meat, pig;2010;tonnes;44130;null;Official data
Slovenia;SL;1035;Meat, pig;2009;tonnes;44090;null;Official data
Cyprus;CY;1035;Meat, pig;2016;tonnes;43899;null;Official data
Cyprus;CY;1035;Meat, pig;2015;tonnes;43774;null;Official data
Estonia;EE;1035;Meat, pig;2018;tonnes;43440;null;Official data
Cyprus;CY;1035;Meat, pig;2019;tonnes;43350;null;Official data
Cyprus;CY;1035;Meat, pig;2017;tonnes;43143;null;Official data
Estonia;EE;1035;Meat, pig;2016;tonnes;42700;null;Official data
Cyprus;CY;1035;Meat, pig;2014;tonnes;42618;null;Official data
Cyprus;CY;1035;Meat, pig;2018;tonnes;41800;null;Official data
Estonia;EE;1035;Meat, pig;2014;tonnes;41400;null;Official data
Latvia;LV;1035;Meat, pig;2019;tonnes;40680;null;Official data
Slovenia;SL;1035;Meat, pig;2011;tonnes;38975;null;Official data
Latvia;LV;1035;Meat, pig;2018;tonnes;38850;null;Official data
Latvia;LV;1035;Meat, pig;2009;tonnes;38846;null;Official data
Estonia;EE;1035;Meat, pig;2017;tonnes;38400;null;Official data
Latvia;LV;1035;Meat, pig;2017;tonnes;38073;null;Official data
Latvia;LV;1035;Meat, pig;2011;tonnes;37562;null;Official data
Latvia;LV;1035;Meat, pig;2010;tonnes;37175;null;Official data
Latvia;LV;1035;Meat, pig;2014;tonnes;37037;null;Official data
Latvia;LV;1035;Meat, pig;2016;tonnes;36377;null;Official data
Latvia;LV;1035;Meat, pig;2015;tonnes;35940;null;Official data
Latvia;LV;1035;Meat, pig;2013;tonnes;35924;null;Official data
Latvia;LV;1035;Meat, pig;2012;tonnes;35726;null;Official data
Slovenia;SL;1035;Meat, pig;2012;tonnes;35607;null;Official data
Slovenia;SL;1035;Meat, pig;2019;tonnes;32210;null;Official data
Slovenia;SL;1035;Meat, pig;2017;tonnes;31438;null;Official data
Slovenia;SL;1035;Meat, pig;2018;tonnes;31290;null;Official data
Slovenia;SL;1035;Meat, pig;2016;tonnes;30724;null;Official data
Slovenia;SL;1035;Meat, pig;2014;tonnes;29709;null;Official data
Slovenia;SL;1035;Meat, pig;2013;tonnes;29569;null;Official data
Slovenia;SL;1035;Meat, pig;2015;tonnes;27317;null;Official data
Luxembourg;LU;1035;Meat, pig;2016;tonnes;13982;null;Official data
Luxembourg;LU;1035;Meat, pig;2019;tonnes;12960;null;Official data
Luxembourg;LU;1035;Meat, pig;2017;tonnes;12944;null;Official data
Luxembourg;LU;1035;Meat, pig;2018;tonnes;12920;null;Official data
Luxembourg;LU;1035;Meat, pig;2015;tonnes;12506;null;Official data
Luxembourg;LU;1035;Meat, pig;2014;tonnes;12150;null;Official data
Luxembourg;LU;1035;Meat, pig;2013;tonnes;11121;null;Official data
Luxembourg;LU;1035;Meat, pig;2012;tonnes;10608;null;Official data
Luxembourg;LU;1035;Meat, pig;2009;tonnes;10102;null;Official data
Luxembourg;LU;1035;Meat, pig;2010;tonnes;9762;null;Official data
Luxembourg;LU;1035;Meat, pig;2011;tonnes;9747;null;Official data
Malta;MT;1035;Meat, pig;2010;tonnes;7511;null;Official data
Malta;MT;1035;Meat, pig;2009;tonnes;7369;null;Official data
Malta;MT;1035;Meat, pig;2011;tonnes;7305;null;Official data
Malta;MT;1035;Meat, pig;2014;tonnes;6153;null;Official data
Malta;MT;1035;Meat, pig;2013;tonnes;5920;null;Official data
Malta;MT;1035;Meat, pig;2012;tonnes;5665;null;Official data
Malta;MT;1035;Meat, pig;2015;tonnes;5428;null;Official data
Malta;MT;1035;Meat, pig;2016;tonnes;4931;null;Official data
Malta;MT;1035;Meat, pig;2017;tonnes;4707;null;Official data
Malta;MT;1035;Meat, pig;2018;tonnes;4430;null;Official data
Malta;MT;1035;Meat, pig;2019;tonnes;4410;null;Official data
Germany;DE;882;Milk, whole fresh cow;2018;tonnes;33086810;null;Official data
Germany;DE;882;Milk, whole fresh cow;2019;tonnes;33080180;null;Official data
Germany;DE;882;Milk, whole fresh cow;2015;tonnes;32684572;null;Official data
Germany;DE;882;Milk, whole fresh cow;2016;tonnes;32672340;null;Official data
Germany;DE;882;Milk, whole fresh cow;2017;tonnes;32598198;null;Official data
Germany;DE;882;Milk, whole fresh cow;2014;tonnes;32394969;null;Official data
Germany;DE;882;Milk, whole fresh cow;2013;tonnes;31324238;null;Official data
Germany;DE;882;Milk, whole fresh cow;2012;tonnes;30672154;null;Official data
Germany;DE;882;Milk, whole fresh cow;2011;tonnes;30323464;null;Official data
Germany;DE;882;Milk, whole fresh cow;2010;tonnes;29616284;null;Official data
Germany;DE;882;Milk, whole fresh cow;2009;tonnes;29163676;null;Official data
France;FR;882;Milk, whole fresh cow;2016;tonnes;25627060;null;Official data
France;FR;882;Milk, whole fresh cow;2017;tonnes;25539489;null;Official data
France;FR;882;Milk, whole fresh cow;2015;tonnes;25068226;null;Official data
France;FR;882;Milk, whole fresh cow;2019;tonnes;25062000;null;Official data
France;FR;882;Milk, whole fresh cow;2018;tonnes;25055100;null;Official data
France;FR;882;Milk, whole fresh cow;2014;tonnes;24978950;null;Official data
France;FR;882;Milk, whole fresh cow;2011;tonnes;24361094;null;Official data
France;FR;882;Milk, whole fresh cow;2012;tonnes;23998422;null;Official data
France;FR;882;Milk, whole fresh cow;2013;tonnes;23747341;null;Official data
France;FR;882;Milk, whole fresh cow;2010;tonnes;23301219;null;Official data
France;FR;882;Milk, whole fresh cow;2009;tonnes;22653085;null;Official data
Netherlands;NL;882;Milk, whole fresh cow;2019;tonnes;14555000;null;Official data
Poland;PL;882;Milk, whole fresh cow;2019;tonnes;14502760;null;Official data
Netherlands;NL;882;Milk, whole fresh cow;2016;tonnes;14324294;null;Official data
Netherlands;NL;882;Milk, whole fresh cow;2017;tonnes;14297361;null;Official data
Poland;PL;882;Milk, whole fresh cow;2018;tonnes;14171150;null;Official data
Netherlands;NL;882;Milk, whole fresh cow;2018;tonnes;14090000;null;Official data
Netherlands;NL;882;Milk, whole fresh cow;2015;tonnes;13330873;null;Official data
Poland;PL;882;Milk, whole fresh cow;2017;tonnes;13304646;null;Official data
Poland;PL;882;Milk, whole fresh cow;2016;tonnes;13244169;null;Official data
Poland;PL;882;Milk, whole fresh cow;2015;tonnes;13236229;null;Official data
Poland;PL;882;Milk, whole fresh cow;2014;tonnes;12985520;null;Official data
Poland;PL;882;Milk, whole fresh cow;2013;tonnes;12718433;null;Official data
Poland;PL;882;Milk, whole fresh cow;2012;tonnes;12667773;null;Official data
Italy;IT;882;Milk, whole fresh cow;2019;tonnes;12494400;null;Official data
Netherlands;NL;882;Milk, whole fresh cow;2014;tonnes;12473023;null;Official data
Poland;PL;882;Milk, whole fresh cow;2009;tonnes;12447173;null;Official data
Poland;PL;882;Milk, whole fresh cow;2011;tonnes;12413796;null;Official data
Italy;IT;882;Milk, whole fresh cow;2018;tonnes;12339750;null;Official data
Poland;PL;882;Milk, whole fresh cow;2010;tonnes;12278718;null;Official data
Netherlands;NL;882;Milk, whole fresh cow;2013;tonnes;12212690;null;Official data
Netherlands;NL;882;Milk, whole fresh cow;2012;tonnes;11675448;null;Official data
Netherlands;NL;882;Milk, whole fresh cow;2011;tonnes;11641718;null;Official data
Netherlands;NL;882;Milk, whole fresh cow;2010;tonnes;11626123;null;Official data
Netherlands;NL;882;Milk, whole fresh cow;2009;tonnes;11468570;null;Official data
Italy;IT;882;Milk, whole fresh cow;2017;tonnes;11380094;null;Official data
Italy;IT;882;Milk, whole fresh cow;2015;tonnes;11159203;null;Official data
Italy;IT;882;Milk, whole fresh cow;2014;tonnes;11044109;null;Official data
Italy;IT;882;Milk, whole fresh cow;2016;tonnes;10773150;null;Official data
Italy;IT;882;Milk, whole fresh cow;2012;tonnes;10597572;null;Official data
Italy;IT;882;Milk, whole fresh cow;2009;tonnes;10560292;null;Official data
Italy;IT;882;Milk, whole fresh cow;2010;tonnes;10500000;null;Official data
Italy;IT;882;Milk, whole fresh cow;2011;tonnes;10479053;null;Official data
Italy;IT;882;Milk, whole fresh cow;2013;tonnes;10397465;null;Official data
Ireland;IE;882;Milk, whole fresh cow;2019;tonnes;8244870;null;Official data
Ireland;IE;882;Milk, whole fresh cow;2018;tonnes;7831250;null;Official data
Ireland;IE;882;Milk, whole fresh cow;2017;tonnes;7478160;null;Official data
Spain;ES;882;Milk, whole fresh cow;2019;tonnes;7460360;null;Official data
Spain;ES;882;Milk, whole fresh cow;2018;tonnes;7335620;null;Official data
Spain;ES;882;Milk, whole fresh cow;2016;tonnes;7097328;null;Official data
Spain;ES;882;Milk, whole fresh cow;2017;tonnes;7018786;null;Official data
Ireland;IE;882;Milk, whole fresh cow;2016;tonnes;6851430;null;Official data
Spain;ES;882;Milk, whole fresh cow;2015;tonnes;6825000;null;Official data
Spain;ES;882;Milk, whole fresh cow;2014;tonnes;6786000;null;Official data
Ireland;IE;882;Milk, whole fresh cow;2015;tonnes;6585120;null;Official data
Spain;ES;882;Milk, whole fresh cow;2013;tonnes;6559175;null;Official data
Spain;ES;882;Milk, whole fresh cow;2011;tonnes;6522000;null;Official data
Spain;ES;882;Milk, whole fresh cow;2012;tonnes;6508700;null;Official data
Spain;ES;882;Milk, whole fresh cow;2010;tonnes;6357140;null;Official data
Spain;ES;882;Milk, whole fresh cow;2009;tonnes;6251400;null;Official data
Ireland;IE;882;Milk, whole fresh cow;2014;tonnes;5816220;null;Official data
Denmark;DK;882;Milk, whole fresh cow;2018;tonnes;5615200;null;Official data
Denmark;DK;882;Milk, whole fresh cow;2019;tonnes;5615000;null;Official data
Ireland;IE;882;Milk, whole fresh cow;2013;tonnes;5583670;null;Official data
Denmark;DK;882;Milk, whole fresh cow;2017;tonnes;5557160;null;Official data
Ireland;IE;882;Milk, whole fresh cow;2011;tonnes;5536680;null;Official data
Denmark;DK;882;Milk, whole fresh cow;2016;tonnes;5454960;null;Official data
Ireland;IE;882;Milk, whole fresh cow;2012;tonnes;5387770;null;Official data
Denmark;DK;882;Milk, whole fresh cow;2015;tonnes;5356270;null;Official data
Ireland;IE;882;Milk, whole fresh cow;2010;tonnes;5327000;null;Official data
Denmark;DK;882;Milk, whole fresh cow;2014;tonnes;5191100;null;Official data
Denmark;DK;882;Milk, whole fresh cow;2013;tonnes;5104720;null;Official data
Denmark;DK;882;Milk, whole fresh cow;2012;tonnes;4995020;null;Official data
